cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
0.25,4,29,A,287,72,3.0752283176170283e-06,3.0752283176170283e-06,20000
0.25,4,47,A,287,72,8.664567802528972e-06,8.664567802528972e-06,20000
0.25,4,71,A,287,72,9.031129134426451e-06,9.031129134426451e-06,20000
0.25,4,101,A,287,72,1.296494013028494e-05,1.296494013028494e-05,20000
0.25,4,11,B,287,72,8.507622704850851e-07,8.507622704850851e-07,20000
0.25,4,29,B,287,72,6.895905843599743e-07,6.895905843599743e-07,20000
0.25,4,47,B,287,72,7.151915182724801e-07,7.151915182724801e-07,20000
0.25,4,71,B,287,72,1.1836725736504882e-06,1.1836725736504882e-06,20000
0.25,4,101,B,287,72,7.19531018165307e-07,7.19531018165307e-07,20000
0.4,0,11,A,255,65,1.0179534815284071e-05,1.0179534815284071e-05,20000
0.4,0,29,A,255,65,6.038837890285872e-06,6.038837890285872e-06,20000
0.4,0,47,A,255,65,1.3568432804233234e-05,1.3568432804233234e-05,20000
0.4,0,71,A,255,65,1.478174043118512e-05,1.478174043118512e-05,20000
0.4,0,101,A,255,65,1.771625762776916e-05,1.771625762776916e-05,20000
0.4,0,11,B,255,65,4.1281961966879483e-07,4.1281961966879483e-07,20000
0.4,0,29,B,255,65,6.192647561500338e-07,6.192647561500338e-07,20000
0.4,0,47,B,255,65,3.010151191637426e-07,3.010151191637426e-07,20000
0.4,0,71,B,255,65,4.820919181340302e-07,4.820919181340302e-07,20000
0.4,0,101,B,255,65,4.070894438509124e-07,4.070894438509124e-07,20000
0.4,1,11,A,257,63,1.0139807132735762e-05,1.0139807132735762e-05,20000
0.4,1,29,A,257,63,6.241555620552935e-06,6.241555620552935e-06,20000
0.4,1,47,A,257,63,1.3002319909488227e-05,1.3002319909488227e-05,20000
0.4,1,71,A,257,63,1.4706030210499378e-05,1.4706030210499378e-05,20000
0.4,1,101,A,257,63,1.8359144552252636e-05,1.8359144552252636e-05,20000
0.4,1,11,B,257,63,4.09406346079433e-07,4.09406346079433e-07,20000
0.4,1,29,B,257,63,5.639617614556054e-07,5.639617614556054e-07,20000
0.4,1,47,B,257,63,3.0162254670726774e-07,3.0162254670726774e-07,20000
0.4,1,71,B,257,63,4.347784306357599e-07,4.347784306357599e-07,20000
0.4,1,101,B,257,63,4.10651686829606e-07,4.10651686829606e-07,20000
0.4,2,11,A,256,64,1.011503628723363e-05,1.011503628723363e-05,20000
0.4,2,29,A,256,64,6.076838667992168e-06,6.076838667992168e-06,20000
0.4,2,47,A,256,64,1.3324673830876157e-05,1.3324673830876157e-05,20000
0.4,2,71,A,256,64,1.4888620314805009e-05,1.4888620314805009e-05,20000
0.4,2,101,A,256,64,1.8481912130360918e-05,1.8481912130360918e-05,20000
0.4,2,11,B,256,64,4.022496635183241e-07,4.022496635183241e-07,20000
0.4,2,29,B,256,64,5.754989500420092e-07,5.754989500420092e-07,20000
0.4,2,47,B,256,64,2.942074821482962e-07,2.942074821482962e-07,20000
0.4,2,71,B,256,64,4.5837875731330774e-07,4.5837875731330774e-07,20000
0.4,2,101,B,256,64,4.0066119351433363e-07,4.0066119351433363e-07,20000
0.4,3,11,A,256,64,1.054916132766549e-05,1.054916132766549e-05,20000
0.4,3,29,A,256,64,5.805131113038707e-06,5.805131113038707e-06,20000
0.4,3,47,A,256,64,1.3904018797453234e-05,1.3904018797453234e-05,20000
0.4,3,71,A,256,64,1.5352390806817393e-05,1.5352390806817393e-05,20000
0.4,3,101,A,256,64,1.8289933962623183e-05,1.8289933962623183e-05,20000
0.4,3,11,B,256,64,4.0450501354298653e-07,4.0450501354298653e-07,20000
0.4,3,29,B,256,64,5.599076407062651e-07,5.599076407062651e-07,20000
0.4,3,47,B,256,64,2.9306035629565036e-07,2.9306035629565036e-07,20000
0.4,3,71,B,256,64,4.641995336497045e-07,4.641995336497045e-07,20000
0.4,3,101,B,256,64,4.0552850472784565e-07,4.0552850472784565e-07,20000
0.4,4,11,A,256,64,1.0257144871019175e-05,1.0257144871019175e-05,20000
0.4,4,29,A,256,64,6.039369588418964e-06,6.039369588418964e-06,20000
0.4,4,47,A,256,64,1.4065302317786807e-05,1.4065302317786807e-05,20000
0.4,4,71,A,256,64,1.506971155159826e-05,1.506971155159826e-05,20000
0.4,4,101,A,256,64,1.8178530507974746e-05,1.8178530507974746e-05,20000
0.4,4,11,B,256,64,4.048879578311378e-07,4.048879578311378e-07,20000
0.4,4,29,B,256,64,5.824246199972574e-07,5.824246199972574e-07,20000
0.4,4,47,B,256,64,2.941562482860703e-07,2.941562482860703e-07,20000
0.4,4,71,B,256,64,4.2639579453104524e-07,4.2639579453104524e-07,20000
0.4,4,101,B,256,64,4.038314528858723e-07,4.038314528858723e-07,20000
0.7,0,11,A,220,55,1.7803245985415084e-05,1.7803245985415084e-05,20000
0.7,0,29,A,220,55,5.784444769879173e-06,5.784444769879173e-06,20000
0.7,0,47,A,220,55,9.902469402850232e-06,9.902469402850232e-06,20000
0.7,0,71,A,220,55,1.3835196257220438e-05,1.3835196257220438e-05,20000
0.7,0,101,A,220,55,2.9772545375864924e-05,2.9772545375864924e-05,20000
0.7,0,11,B,220,55,2.2907592483310584e-07,2.2907592483310584e-07,20000
0.7,0,29,B,220,55,1.5846537394704792e-06,1.5846537394704792e-06,20000
0.7,0,47,B,220,55,4.572598515816454e-07,4.572598515816454e-07,20000
0.7,0,71,B,220,55,2.1227138028446028e-07,2.1227138028446028e-07,20000
0.7,0,101,B,220,55,2.953196301857531e-07,2.953196301857531e-07,20000
0.7,1,11,A,220,55,2.128462445699711e-05,2.128462445699711e-05,20000
0.7,1,29,A,220,55,5.76540560055603e-06,5.76540560055603e-06,20000
0.7,1,47,A,220,55,1.0469750289643e-05,1.0469750289643e-05,20000
0.7,1,71,A,220,55,7.695668545687111e-06,7.695668545687111e-06,20000
0.7,1,101,A,220,55,5.359533292729895e-06,5.359533292729895e-06,20000
0.7,1,11,B,220,55,2.420501641223081e-07,2.420501641223081e-07,20000
0.7,1,29,B,220,55,1.662014929946206e-06,1.662014929946206e-06,20000
0.7,1,47,B,220,55,5.023861876952085e-07,5.023861876952085e-07,20000
0.7,1,71,B,220,55,2.4142429231076104e-07,2.4142429231076104e-07,20000
0.7,1,101,B,220,55,3.4210893553860426e-07,3.4210893553860426e-07,20000
0.7,2,11,A,220,55,2.1831070948321685e-05,2.1831070948321685e-05,20000
0.7,2,29,A,220,55,7.407615223207041e-06,7.407615223207041e-06,20000
0.7,2,47,A,220,55,1.0563174685715524e-05,1.0563174685715524e-05,20000
0.7,2,71,A,220,55,7.263250862984607e-06,7.263250862984607e-06,20000
0.7,2,101,A,220,55,1.1972376738772025e-05,1.1972376738772025e-05,20000
0.7,2,11,B,220,55,2.419113427610841e-07,2.419113427610841e-07,20000
