cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
1.5,4,71,A,169,43,0.0001444689972725469,0.0001444689972725469,20000
1.5,4,101,A,169,43,0.00015818086031360714,0.00015818086031360714,20000
1.5,4,11,B,169,43,4.949196741193083e-06,4.949196741193083e-06,20000
1.5,4,29,B,169,43,2.6096766356070167e-06,2.6096766356070167e-06,20000
1.5,4,47,B,169,43,3.841951947018292e-06,3.841951947018292e-06,20000
1.5,4,71,B,169,43,4.076327861807098e-06,4.076327861807098e-06,20000
1.5,4,101,B,169,43,4.493951597099126e-06,4.493951597099126e-06,20000
2.0,0,11,A,150,39,4.5473720795055786e-05,4.5473720795055786e-05,20000
2.0,0,29,A,150,39,6.184035630447433e-05,6.184035630447433e-05,20000
2.0,0,47,A,150,39,6.405795917745861e-05,6.405795917745861e-05,20000
2.0,0,71,A,150,39,4.179434081555263e-05,4.179434081555263e-05,20000
2.0,0,101,A,150,39,4.225123287198248e-05,4.225123287198248e-05,20000
2.0,0,11,B,150,39,2.6791307536328873e-06,2.6791307536328873e-06,20000
2.0,0,29,B,150,39,2.611804637681879e-06,2.611804637681879e-06,20000
2.0,0,47,B,150,39,2.683092581853513e-06,2.683092581853513e-06,20000
2.0,0,71,B,150,39,3.1352486834483538e-06,3.1352486834483538e-06,20000
2.0,0,101,B,150,39,3.6982804655089978e-06,3.6982804655089978e-06,20000
2.0,1,11,A,152,37,4.928895156355023e-05,4.928895156355023e-05,20000
2.0,1,29,A,152,37,5.562194195071597e-05,5.562194195071597e-05,20000
2.0,1,47,A,152,37,6.827158135585595e-05,6.827158135585595e-05,20000
2.0,1,71,A,152,37,4.368990376643132e-05,4.368990376643132e-05,20000
2.0,1,101,A,152,37,4.471202865958499e-05,4.471202865958499e-05,20000
2.0,1,11,B,152,37,2.736363204360709e-06,2.736363204360709e-06,20000
2.0,1,29,B,152,37,2.6786644916368404e-06,2.6786644916368404e-06,20000
2.0,1,47,B,152,37,2.799247566831912e-06,2.799247566831912e-06,20000
2.0,1,71,B,152,37,3.2185415793134174e-06,3.2185415793134174e-06,20000
2.0,1,101,B,152,37,3.786804713842393e-06,3.786804713842393e-06,20000
2.0,2,11,A,152,37,5.014574156690315e-05,5.014574156690315e-05,20000
2.0,2,29,A,152,37,5.6040556885012834e-05,5.6040556885012834e-05,20000
2.0,2,47,A,152,37,6.863346439988078e-05,6.863346439988078e-05,20000
2.0,2,71,A,152,37,4.4451107595718595e-05,4.4451107595718595e-05,20000
