cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
3.0,1,47,A,125,31,2.0286032477840327e-06,2.0286032477840327e-06,20000
3.0,1,71,A,125,31,3.62958437347055e-06,3.62958437347055e-06,20000
3.0,1,101,A,125,31,3.4261341077689735e-07,3.4261341077689735e-07,20000
3.0,1,11,B,125,31,1.0028260616253426e-05,1.0028260616253426e-05,20000
3.0,1,29,B,125,31,5.417406320973723e-06,5.417406320973723e-06,20000
3.0,1,47,B,125,31,2.3975939418219524e-06,2.3975939418219524e-06,20000
3.0,1,71,B,125,31,4.501683558655049e-06,4.501683558655049e-06,20000
3.0,1,101,B,125,31,1.4550666292977889e-06,1.4550666292977889e-06,20000
3.0,2,11,A,125,31,1.3532556246530044e-06,1.3532556246530044e-06,20000
3.0,2,29,A,125,31,2.0761460321047857e-07,2.0761460321047857e-07,20000
3.0,2,47,A,125,31,1.9413308283594625e-06,1.9413308283594625e-06,20000
3.0,2,71,A,125,31,3.555752805518936e-06,3.555752805518936e-06,20000
3.0,2,101,A,125,31,3.455562243601112e-07,3.455562243601112e-07,20000
3.0,2,11,B,125,31,9.463612981365822e-06,9.463612981365822e-06,20000
3.0,2,29,B,125,31,5.548788337138335e-06,5.548788337138335e-06,20000
3.0,2,47,B,125,31,2.021297826822669e-06,2.021297826822669e-06,20000
3.0,2,71,B,125,31,4.662430619620506e-06,4.662430619620506e-06,20000
3.0,2,101,B,125,31,1.463531190518212e-06,1.463531190518212e-06,20000
3.0,3,11,A,125,31,1.3667967836161333e-06,1.3667967836161333e-06,20000
3.0,3,29,A,125,31,2.1224083625344328e-07,2.1224083625344328e-07,20000
3.0,3,47,A,125,31,1.9623440088903267e-06,1.9623440088903267e-06,20000
3.0,3,71,A,125,31,3.593532509084951e-06,3.593532509084951e-06,20000
3.0,3,101,A,125,31,3.5181510370729883e-07,3.5181510370729883e-07,20000
3.0,3,11,B,125,31,9.59596231422812e-06,9.59596231422812e-06,20000
3.0,3,29,B,125,31,5.789167477206516e-06,5.789167477206516e-06,20000
3.0,3,47,B,125,31,2.091167663816269e-06,2.091167663816269e-06,20000
3.0,3,71,B,125,31,4.8060812855545036e-06,4.8060812855545036e-06,20000
3.0,3,101,B,125,31,1.4852477624368126e-06,1.4852477624368126e-06,20000
3.0,4,11,A,125,31,1.3538741046843424e-06,1.3538741046843424e-06,20000
3.0,4,29,A,125,31,2.027654993159329e-07,2.027654993159329e-07,20000
3.0,4,47,A,125,31,1.91794024086964e-06,1.91794024086964e-06,20000
3.0,4,71,A,125,31,2.7437991564690193e-06,2.7437991564690193e-06,20000
3.0,4,101,A,125,31,3.4149294303275784e-07,3.4149294303275784e-07,20000
3.0,4,11,B,125,31,1.0004755803190979e-05,1.0004755803190979e-05,20000
3.0,4,29,B,125,31,5.649435502653478e-06,5.649435502653478e-06,20000
3.0,4,47,B,125,31,1.942142252324237e-06,1.942142252324237e-06,20000
3.0,4,71,B,125,31,4.695078410004302e-06,4.695078410004302e-06,20000
3.0,4,101,B,125,31,1.4727813124888334e-06,1.4727813124888334e-06,20000
