cutoff_bohr,scheme,seed,n_points,rmse_cm-1,linear-r-weighted-rmse_cm-1,mae_cm-1,max-absolute-error_cm-1,shortest-quintile-rmse_cm-1
1.0,A,11,245,218.75268651543766,95.08623487195764,110.51098506750229,1580.669890100448,470.0778637619465
1.0,A,29,245,254.68743748123865,115.79084933062343,140.96020637978265,1738.818371281488,535.4837993557667
1.0,A,47,245,209.706531410094,95.33921571950783,115.94287496286515,1450.1948922385432,440.80373267398943
1.0,A,71,245,183.6308102243864,78.9414971592156,90.419702940432,1371.3813468977296,395.2217711528965
1.0,A,101,245,193.61398910729406,86.24196289818006,103.04128355164603,1387.4764924985643,412.0055891554499
1.0,B,11,245,143.84245844289592,87.92471798328171,108.09756779039624,660.5346468875354,262.74967114475464
1.0,B,29,245,278.3857728935643,175.198393541152,214.62746773171418,1125.4339032815706,485.9220596252852
1.0,B,47,245,145.37005371581472,87.62777785537925,108.63336562127772,654.5350979878691,264.8422894000498
1.0,B,71,245,184.45388044013595,131.22426068067864,148.47099077867637,764.0484823229934,313.168608135393
1.0,B,101,245,120.07567030920029,74.70543656908536,90.80313537626175,556.4548022674809,216.16394685416873
1.5,A,11,212,121.0931940481413,58.22298221060721,59.17691325095436,922.8908563085425,258.276261816329
1.5,A,29,212,158.0238157406442,76.94560132193463,80.32632665324506,1154.7126549504246,333.34206449748007
1.5,A,47,212,110.35776566212535,56.1315516030011,62.16518978529909,817.022867284416,229.77028120266587
1.5,A,71,212,127.74494317964682,62.62517585684631,67.21112857239811,980.6469798172893,271.0771425545175
1.5,A,101,212,118.5604652839611,61.372447903395674,67.41445641346824,904.2596873520189,248.39820777862488
1.5,B,11,212,110.47080926184587,67.21030915940622,78.25383698807332,608.2674718311656,202.86366371247715
1.5,B,29,212,214.8453649938585,147.2413503101522,167.245247199212,1007.5546202230485,374.1625145727994
1.5,B,47,212,107.29739211252907,66.61067238494476,77.34305122220574,576.9349739087481,194.3970585116026
1.5,B,71,212,136.31972393602913,95.85932492569233,106.21814879282498,684.7161073542277,232.92997889321282
1.5,B,101,212,92.9712596758078,60.48996194650437,69.04235280030537,512.2002595295608,165.48192390916046
2.0,A,11,189,61.48020858266531,35.490511258558584,38.43283843093454,397.10711807298117,124.53759353066667
2.0,A,29,189,78.83502381645228,44.17934693311454,46.22471405989547,497.25439190770106,159.57475727947536
2.0,A,47,189,59.981120193920944,34.530890521666976,37.293410539494076,386.4423630310163,121.24606226140581
2.0,A,71,189,69.44157174918227,37.698752781363886,38.103147967926695,453.5320056518895,143.324797461782
2.0,A,101,189,63.242819453397935,36.00231226569871,38.61446230005692,409.6763040525798,129.0000918125023
2.0,B,11,189,76.33844297271196,47.34337873042452,52.13412006878353,418.0917373268247,142.13904658307408
2.0,B,29,189,144.6583049157108,100.71716992515857,109.38252824362114,678.8082050429075,259.17654781547515
2.0,B,47,189,72.15796976275058,45.52553605077397,50.44591996305204,388.29479842987115,132.86611207886597
2.0,B,71,189,97.30242790893281,68.04803279112349,74.52301088258463,481.1953603006718,167.14839012467365
2.0,B,101,189,80.33855007633598,63.52202453502482,64.87443028178063,383.5097248731295,128.54236439984192
3.0,A,11,156,3.102204249952722,2.1855617719213445,1.9476195567517696,20.67490674865721,6.162172499773213
3.0,A,29,156,5.407293787441478,3.8159836679666483,3.713068355076571,34.202338361411854,10.287446899544202
3.0,A,47,156,3.1487852487051544,3.1168575158799867,2.6519692680873104,12.526070221932024,3.886910795382088
3.0,A,71,156,2.761731272935375,2.4958804781888624,2.3957073790490986,9.020740493162013,3.5162537572131507
3.0,A,101,156,2.630041312299682,2.4014916295591817,2.332668173304197,5.0095107797967025,2.6992301298663572
3.0,B,11,156,31.738274764072145,19.8402697846869,19.370056227849453,204.35691861848443,61.92693820127904
3.0,B,29,156,63.12469051094991,46.638966534568546,47.32158568465139,333.63578787249617,113.39455775207512
3.0,B,47,156,29.548565716876848,19.055938700512073,19.18281211446399,185.8155533683222,56.48109165715195
3.0,B,71,156,49.500368367223366,35.067643476931444,36.53090822471364,271.8262323967109,85.78650948095878
3.0,B,101,156,39.219303751116364,29.72166191673445,30.100837350514446,217.23980865815483,66.85061171023871
