cutoff_bohr,scheme,seed,n_points,rmse_cm-1,linear-r-weighted-rmse_cm-1,mae_cm-1,max-absolute-error_cm-1,shortest-quintile-rmse_cm-1
1.0,B,71,245,43.67218717812891,57.21465211472545,34.2293001837909,189.04145427189792,17.404385795935788
1.0,B,101,245,57.35318229173281,74.20601455851072,45.75412983763126,238.6213897160758,23.185639646862647
1.5,A,11,212,20.256049632429875,13.459567223681779,14.795069356728032,152.40216131342214,36.313517008392964
1.5,A,29,212,18.14163244259447,13.369996666569078,13.51982139607187,133.69104797784365,32.12234487652141
1.5,A,47,212,23.778254777642797,15.680266978897244,17.498907202056717,171.7232617533647,42.582601661475955
1.5,A,71,212,18.98529960185367,9.570253040947156,10.80583580011685,168.5476084241669,39.13130906579293
1.5,A,101,212,18.450486390940082,10.377829538799066,10.054650221531924,169.14344326436031,38.76010260294198
1.5,B,11,212,84.080566986192,82.459584250062,73.57381593079398,266.5086504855894,96.5435005878449
1.5,B,29,212,104.31174016922755,104.07415090981253,91.3136675233143,324.3643396132971,117.0341515678839
1.5,B,47,212,97.41329814702236,98.68350705519576,84.29499875689348,354.1322240501996,111.74843569625438
1.5,B,71,212,60.88175044306718,73.26962820414111,50.544998678357835,232.41339760400285,39.91617190752143
1.5,B,101,212,81.44708023501117,96.45168654183922,68.40311909331245,300.6942634429435,54.72470786012193
2.0,A,11,189,18.12986311072373,9.817900252130013,10.110768614939383,138.53101090312424,37.49288665355799
2.0,A,29,189,16.871719948937418,9.127989367071514,9.491542908440463,129.355633260014,34.84589555484141
2.0,A,47,189,20.776785860719617,12.289002597716252,12.830068805060776,152.91473733408134,42.30606151408395
2.0,A,71,189,16.048138097204234,9.141935317932578,9.846319146495981,119.77764205657213,32.25415100404208
2.0,A,101,189,21.565763951058162,14.855338223844814,15.302703380659793,147.56873147818197,40.336200514040854
2.0,B,11,189,68.19273348809485,62.517078160579814,58.98355530883928,241.85806814890117,86.5285564828278
2.0,B,29,189,80.67952344430971,76.61462007280338,70.2822868121146,269.75041028619535,96.5048610563267
2.0,B,47,189,81.67144049898467,75.669523202497,70.77434682913005,286.03492167780956,102.35936393389932
2.0,B,71,189,68.9019625350956,64.51158774794827,59.77011657433583,238.6856501118327,85.46363111735025
2.0,B,101,189,81.59334500180361,81.17415570668557,71.31322662293402,255.12061379193344,89.89633845679323
3.0,A,11,156,1.2908530224681856,0.7819344126575943,0.7402578208248816,9.154418700147097,2.593284931939777
3.0,A,29,156,1.9367391602535937,1.392740664572857,1.2596370571390476,12.268408133909233,3.7650553912903417
3.0,A,47,156,2.1787191478736587,1.6260887079425281,1.480949153027608,14.0765147286072,4.157610107391276
3.0,A,71,156,1.9651850828980244,1.471938088220875,1.5005017334060702,11.116928105897097,3.427296885585314
3.0,A,101,156,5.410224845872117,4.949010914515362,4.593134132008852,23.212210129006227,7.5170094210624745
3.0,B,11,156,30.339041777317515,27.648008883411897,25.53643374882584,130.62205125556878,41.34736455567575
3.0,B,29,156,32.34192704167839,28.584620617933133,27.255189235740147,138.9073835727973,44.825044360101906
3.0,B,47,156,38.0237558995979,36.31227234008682,32.91896651126612,135.24962339116294,45.28366946352512
3.0,B,71,156,31.418011586730586,29.345139932656796,26.754103983491724,127.79043302201592,40.91489368437903
3.0,B,101,156,38.06665170085474,34.83910465402736,32.34362310028569,156.5570795188825,50.499320766699704
