cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
0.15,3,29,B,321,80,2.453263040029197e-05,2.453263040029197e-05,40000
0.15,3,47,B,321,80,2.731987072324559e-05,2.731987072324559e-05,40000
0.15,3,71,B,321,80,2.4846250735389918e-05,2.4846250735389918e-05,40000
0.15,3,101,B,321,80,1.987942811738224e-05,1.987942811738224e-05,40000
0.15,4,11,A,321,80,0.018691687478736407,0.018691687478736407,40000
0.15,4,29,A,321,80,0.018946978680532845,0.018946978680532845,40000
0.15,4,47,A,321,80,0.019412355319263497,0.019412355319263497,40000
0.15,4,71,A,321,80,0.019999855479480022,0.019999855479480022,40000
0.15,4,101,A,321,80,0.017054025407923463,0.017054025407923463,40000
0.15,4,11,B,321,80,2.6633611104386482e-05,2.6633611104386482e-05,40000
0.15,4,29,B,321,80,2.4888900702502772e-05,2.4888900702502772e-05,40000
0.15,4,47,B,321,80,2.767563586288463e-05,2.767563586288463e-05,40000
0.15,4,71,B,321,80,2.5193728646550907e-05,2.5193728646550907e-05,40000
0.15,4,101,B,321,80,2.010005227597424e-05,2.010005227597424e-05,40000
0.25,0,11,A,286,73,0.007105041487655216,0.007105041487655216,40000
0.25,0,29,A,286,73,0.007065433476861496,0.007065433476861496,40000
0.25,0,47,A,286,73,0.007582572351612501,0.007582572351612501,40000
0.25,0,71,A,286,73,0.00857327640876943,0.00857327640876943,40000
0.25,0,101,A,286,73,0.006344385944030945,0.006344385944030945,40000
0.25,0,11,B,286,73,6.091631732536255e-06,6.091631732536255e-06,40000
0.25,0,29,B,286,73,5.535473910829281e-06,5.535473910829281e-06,40000
0.25,0,47,B,286,73,5.981018698362257e-06,5.981027588446887e-06,39997
0.25,0,71,B,286,73,6.305942540756261e-06,6.305942540756261e-06,40000
0.25,0,101,B,286,73,5.589294320104239e-06,5.589294320104239e-06,40000
0.25,1,11,A,288,71,0.007522713685308292,0.007522713685308292,40000
0.25,1,29,A,288,71,0.007512798937931604,0.007512798937931604,40000
0.25,1,47,A,288,71,0.00802230418586631,0.00802230418586631,40000
0.25,1,71,A,288,71,0.00922780801145348,0.00922780801145348,40000
0.25,1,101,A,288,71,0.006710582597925066,0.006710582597925066,40000
0.25,1,11,B,288,71,6.430967736871142e-06,6.430967736871142e-06,40000
0.25,1,29,B,288,71,5.882128424815877e-06,5.882128424815877e-06,40000
0.25,1,47,B,288,71,6.2908288330438135e-06,6.2908288330438135e-06,40000
0.25,1,71,B,288,71,6.678124213623382e-06,6.678124213623382e-06,40000
0.25,1,101,B,288,71,5.905924222002683e-06,5.905924222002683e-06,40000
0.25,2,11,A,287,72,0.007306880614907709,0.007306880614907709,40000
0.25,2,29,A,287,72,0.007297333655942808,0.007297333655942808,40000
0.25,2,47,A,287,72,0.007780609805067539,0.007780609805067539,40000
0.25,2,71,A,287,72,0.008737974180311782,0.008737974180311782,40000
0.25,2,101,A,287,72,0.006517757592923565,0.006517757592923565,40000
0.25,2,11,B,287,72,6.142021680808379e-06,6.142021680808379e-06,40000
0.25,2,29,B,287,72,5.62572029840633e-06,5.62572029840633e-06,40000
0.25,2,47,B,287,72,6.021849027643224e-06,6.021849027643224e-06,40000
0.25,2,71,B,287,72,6.412099144703562e-06,6.412099144703562e-06,40000
0.25,2,101,B,287,72,5.73269058444595e-06,5.73269058444595e-06,40000
0.25,3,11,A,288,71,0.0075097501589796445,0.0075097501589796445,40000
0.25,3,29,A,288,71,0.007500777078911764,0.007500777078911764,40000
0.25,3,47,A,288,71,0.008008016833527145,0.008008016833527145,40000
0.25,3,71,A,288,71,0.009125278460739909,0.009125278460739909,40000
0.25,3,101,A,288,71,0.006698029072160396,0.006698029072160396,40000
0.25,3,11,B,288,71,6.534822046767545e-06,6.534822046767545e-06,40000
0.25,3,29,B,288,71,5.954116336463675e-06,5.954116336463675e-06,40000
0.25,3,47,B,288,71,6.404438786237846e-06,6.404438786237846e-06,40000
0.25,3,71,B,288,71,6.774256100069616e-06,6.774256100069616e-06,40000
0.25,3,101,B,288,71,6.005770365937167e-06,6.005770365937167e-06,40000
