wavelength_nm,intensity_arb_gaussian_fwhm_0.35eV_COSMETIC
387.271,0.39773876
387.606,0.40726035
387.941,0.41687395
388.275,0.42657452
388.61,0.43635689
388.945,0.4462157
389.279,0.45614548
389.614,0.46614059
389.949,0.47619526
390.283,0.48630358
390.618,0.49645953
390.953,0.50665695
391.287,0.51688959
391.622,0.52715107
391.957,0.53743491
392.291,0.54773457
392.626,0.55804339
392.961,0.56835466
393.295,0.57866157
393.63,0.58895728
393.965,0.59923488
394.299,0.60948743
394.634,0.61970792
394.969,0.62988936
395.303,0.6400247
395.638,0.6501069
395.973,0.66012891
396.307,0.6700837
396.642,0.67996423
396.977,0.68976351
397.311,0.69947457
397.646,0.70909048
397.981,0.71860437
398.315,0.7280094
398.65,0.73729884
398.985,0.746466
399.319,0.75550428
399.654,0.76440719
399.989,0.77316832
400.323,0.78178137
400.658,0.79024016
400.993,0.79853862
401.327,0.80667083
401.662,0.81463098
401.997,0.82241344
402.331,0.83001268
402.666,0.83742337
403.001,0.84464032
403.335,0.85165852
403.67,0.85847311
404.005,0.86507944
404.339,0.87147303
404.674,0.87764957
405.008,0.88360498
405.343,0.88933534
405.678,0.89483697
406.012,0.90010635
406.347,0.90514019
406.682,0.90993543
407.016,0.91448919
407.351,0.91879881
407.686,0.92286187
408.02,0.92667615
408.355,0.93023965
408.69,0.9335506
409.024,0.93660743
409.359,0.93940883
409.694,0.94195367
410.028,0.94424107
410.363,0.94627035
410.698,0.94804107
411.032,0.949553
411.367,0.95080612
411.702,0.95180063
412.036,0.95253695
412.371,0.95301571
412.706,0.95323772
413.04,0.95320404
413.375,0.9529159
413.71,0.95237474
414.044,0.9515822
414.379,0.9505401
414.714,0.94925045
415.048,0.94771544
415.383,0.94593746
415.718,0.94391905
416.052,0.94166292
416.387,0.93917197
416.722,0.93644922
417.056,0.93349788
417.391,0.93032128
417.726,0.92692293
418.06,0.92330643
418.395,0.91947555
418.73,0.91543417
419.064,0.91118629
419.399,0.90673603
419.734,0.90208762
420.068,0.89724539
420.403,0.89221377
420.738,0.88699726
421.072,0.88160048
421.407,0.8760281
421.742,0.87028487
422.076,0.86437562
422.411,0.85830522
422.746,0.8520786
423.08,0.84570076
423.415,0.83917671
423.75,0.83251152
424.084,0.82571027
424.419,0.81877809
424.754,0.81172012
425.088,0.80454151
425.423,0.79724742
425.758,0.78984302
426.092,0.78233347
426.427,0.77472392
426.762,0.76701953
427.096,0.75922542
427.431,0.75134669
427.766,0.74338844
428.1,0.73535571
428.435,0.72725352
428.77,0.71908684
429.104,0.71086062
429.439,0.70257973
429.774,0.69424902
430.108,0.68587326
430.443,0.67745719
430.778,0.66900546
431.112,0.66052268
431.447,0.65201337
431.782,0.64348201
432.116,0.63493297
432.451,0.62637058
432.786,0.61779907
433.12,0.60922259
433.455,0.60064522
433.79,0.59207095
434.124,0.58350368
434.459,0.57494723
434.794,0.56640533
435.128,0.55788161
435.463,0.54937962
435.798,0.54090281
436.132,0.53245454
436.467,0.52403808
436.802,0.51565659
437.136,0.50731314
437.471,0.49901072
437.806,0.49075221
438.14,0.48254039
438.475,0.47437794
438.81,0.46626746
439.144,0.45821145
439.479,0.4502123
439.814,0.44227231
440.148,0.43439369
440.483,0.42657856
440.817,0.41882893
441.152,0.41114672
441.487,0.40353378
441.821,0.39599183
442.156,0.38852252
442.491,0.38112743
442.825,0.37380801
443.16,0.36656566
443.495,0.35940166
443.829,0.35231723
444.164,0.3453135
444.499,0.33839152
444.833,0.33155225
445.168,0.32479658
445.503,0.31812531
445.837,0.31153918
446.172,0.30503885
446.507,0.29862491
446.841,0.29229786
447.176,0.28605814
447.511,0.27990615
447.845,0.27384218
448.18,0.26786649
448.515,0.26197925
448.849,0.25618059
449.184,0.25047057
449.519,0.2448492
449.853,0.23931643
450.188,0.23387215
450.523,0.22851621
450.857,0.2232484
451.192,0.21806846
451.527,0.2129761
451.861,0.20797097
452.196,0.20305268
452.531,0.1982208
452.865,0.19347486
453.2,0.18881434
453.535,0.1842387
453.869,0.17974736
454.204,0.17533971
454.539,0.1710151
454.873,0.16677285
455.208,0.16261226
455.543,0.1585326
455.877,0.1545331
456.212,0.150613
456.547,0.14677148
456.881,0.14300771
457.216,0.13932086
457.551,0.13571006
457.885,0.13217443
458.22,0.12871306
458.555,0.12532506
458.889,0.1220095
459.224,0.11876543
459.559,0.11559191
459.893,0.11248798
460.228,0.10945268
460.563,0.10648503
460.897,0.10358404
461.232,0.10074874
461.567,0.09797813
461.901,0.09527121
462.236,0.09262699
462.571,0.09004447
462.905,0.08752263
463.24,0.08506049
463.575,0.08265704
463.909,0.08031128
464.244,0.07802221
464.579,0.07578883
464.913,0.07361015
465.248,0.07148519
465.583,0.06941295
465.917,0.06739246
466.252,0.06542275
466.587,0.06350284
466.921,0.06163178
467.256,0.05980861
467.591,0.05803239
467.925,0.05630217
