wavelength_nm,intensity_arb_gaussian_fwhm_0.35eV_COSMETIC
442.866,0.00257681
443.187,0.00245664
443.509,0.00234179
443.831,0.00223206
444.152,0.00212722
444.474,0.00202707
444.796,0.00193141
445.117,0.00184006
445.439,0.00175283
445.761,0.00166955
446.082,0.00159005
446.404,0.00151416
446.726,0.00144174
447.047,0.00137262
447.369,0.00130668
447.691,0.00124377
448.012,0.00118377
448.334,0.00112653
448.656,0.00107195
448.977,0.0010199
449.299,0.00097028
449.621,0.00092298
449.943,0.00087789
450.264,0.00083491
450.586,0.00079396
450.908,0.00075494
451.229,0.00071776
451.551,0.00068235
451.873,0.00064861
452.194,0.00061649
452.516,0.00058589
452.838,0.00055676
453.159,0.00052902
453.481,0.00050262
453.803,0.00047749
454.124,0.00045357
454.446,0.00043081
454.768,0.00040915
455.089,0.00038854
455.411,0.00036894
455.733,0.00035029
456.054,0.00033255
456.376,0.00031568
456.698,0.00029964
457.019,0.00028439
457.341,0.00026989
457.663,0.00025611
457.984,0.000243
458.306,0.00023055
458.628,0.00021872
458.949,0.00020747
459.271,0.00019679
459.593,0.00018664
459.914,0.000177
460.236,0.00016784
460.558,0.00015914
460.879,0.00015088
461.201,0.00014304
461.523,0.00013559
461.844,0.00012852
462.166,0.00012181
462.488,0.00011544
462.809,0.00010939
463.131,0.00010365
463.453,9.82e-05
463.774,9.304e-05
464.096,8.813e-05
464.418,8.348e-05
464.739,7.907e-05
465.061,7.489e-05
465.383,7.092e-05
465.704,6.716e-05
466.026,6.359e-05
466.348,6.02e-05
466.669,5.7e-05
466.991,5.395e-05
467.313,5.107e-05
467.635,4.834e-05
467.956,4.575e-05
468.278,4.33e-05
468.6,4.097e-05
468.921,3.877e-05
469.243,3.668e-05
469.565,3.47e-05
469.886,3.283e-05
470.208,3.105e-05
470.53,2.937e-05
470.851,2.778e-05
471.173,2.627e-05
471.495,2.485e-05
471.816,2.35e-05
472.138,2.222e-05
472.46,2.1e-05
472.781,1.986e-05
473.103,1.877e-05
473.425,1.775e-05
473.746,1.677e-05
474.068,1.585e-05
474.39,1.498e-05
474.711,1.416e-05
475.033,1.338e-05
475.355,1.264e-05
475.676,1.195e-05
475.998,1.129e-05
476.32,1.066e-05
476.641,1.007e-05
476.963,9.52e-06
477.285,8.99e-06
477.606,8.49e-06
477.928,8.02e-06
478.25,7.57e-06
478.571,7.15e-06
478.893,6.75e-06
479.215,6.38e-06
479.536,6.02e-06
479.858,5.68e-06
480.18,5.36e-06
480.501,5.06e-06
480.823,4.78e-06
481.145,4.51e-06
481.466,4.26e-06
481.788,4.02e-06
482.11,3.79e-06
482.431,3.58e-06
482.753,3.38e-06
483.075,3.19e-06
483.396,3.01e-06
483.718,2.84e-06
484.04,2.68e-06
484.361,2.52e-06
484.683,2.38e-06
485.005,2.25e-06
485.327,2.12e-06
485.648,2e-06
485.97,1.88e-06
486.292,1.78e-06
486.613,1.68e-06
486.935,1.58e-06
487.257,1.49e-06
487.578,1.41e-06
487.9,1.32e-06
488.222,1.25e-06
488.543,1.18e-06
488.865,1.11e-06
489.187,1.05e-06
489.508,9.9e-07
489.83,9.3e-07
490.152,8.8e-07
490.473,8.3e-07
490.795,7.8e-07
491.117,7.3e-07
491.438,6.9e-07
491.76,6.5e-07
492.082,6.1e-07
492.403,5.8e-07
492.725,5.4e-07
493.047,5.1e-07
493.368,4.8e-07
493.69,4.6e-07
